2020-09-03,서울경기,22.6,19.9,25.5
2020-09-04,서울경기,22.8,19,26.6
2020-09-05,서울경기,23,18.9,27.2
2020-09-06,서울경기,21.4,19,23.9
2020-09-07,서울경기,19.3,17.2,21.5
2020-09-08,서울경기,23.1,20.7,26.1
2020-09-09,서울경기,20.5,18.3,24.7
2020-09-10,서울경기,22.2,18.2,26.5
2020-09-11,서울경기,22.1,19.1,26.6
2020-09-12,서울경기,19.9,17.8,22.3
